ID,Lat,Long,Name 
L2783,34.0617855,-118.3532326,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipPjpg2WxAmGvqtpuf8WhrE_dnjlqcRlI5oPULP9=w408-h274-k-no"" , ""link"")"
L2784,34.06241470000001,-118.3398573,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipNlPgTmBHXIEA1c518tAY1J3itr6L5gI6-f_697=w408-h544-k-no"" , ""link"")"
L2785,34.0521538,-118.2476371,,default
L2786,34.0498343,-118.2439599,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mUe6a-huC-RgqFy-QWEzLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.206&pitch=0&thumbfov=100"" , ""link"")"
L2787,34.05159769999999,-118.2485129,,default
L2788,34.0516059,-118.2485508,,default
L2789,34.0533262,-118.2462414,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TSOv95WpRymA2GSp8SmvsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.3061&pitch=0&thumbfov=100"" , ""link"")"
L2790,34.0514038,-118.2489152,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cX8a078y8dQbNjuDhEYKkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=115.920364&pitch=0&thumbfov=100"" , ""link"")"
L2791,34.0518519,-118.2488875,,default
L2792,34.0528539,-118.2483786,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xYj8-D_lL68eJjuXqjkXwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.27133&pitch=0&thumbfov=100"" , ""link"")"
L2793,34.0523482,-118.2488457,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1kQb1hI1NJx_SkeEYngYPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.58035&pitch=0&thumbfov=100"" , ""link"")"
L2794,34.05129,-118.2492635,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cX8a078y8dQbNjuDhEYKkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=115.920364&pitch=0&thumbfov=100"" , ""link"")"
L2795,34.0529327,-118.2484665,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xYj8-D_lL68eJjuXqjkXwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.27133&pitch=0&thumbfov=100"" , ""link"")"
L2796,34.051031,-118.2460245,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipNeBvE064pIykY3tnVI454ICge7R1OHzL8ZoYCK=w493-h240-k-no"" , ""link"")"
L2797,34.0508026,-118.2459925,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipNeBvE064pIykY3tnVI454ICge7R1OHzL8ZoYCK=w493-h240-k-no"" , ""link"")"
L2798,34.0512112,-118.2463628,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CyaxUWOvY64ZbQC23BzwRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.54248&pitch=0&thumbfov=100"" , ""link"")"
L2799,34.0510206,-118.2464931,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipPyqJmpEpqXexi_Z3pzWGjKuFvQfRwrZq9lkx6J=w408-h261-k-no"" , ""link"")"
L2800,34.0507324,-118.2454379,,default
L2801,34.0503391,-118.2464132,,default
L2802,34.0510044,-118.2469511,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipO4X3OEEo9OeSgLKff4g2Jads8UPBxqguawBfod=w408-h424-k-no"" , ""link"")"
L2803,34.0503457,-118.2465407,,default
L2804,34.0503079,-118.2464626,,default
L2805,34.0510723,-118.2470115,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipO4X3OEEo9OeSgLKff4g2Jads8UPBxqguawBfod=w408-h424-k-no"" , ""link"")"
L2806,34.0518322,-118.246358,,default
L2807,34.0501671,-118.2458248,,default
L2808,34.0501563,-118.2458554,,default
L2809,34.05164060000001,-118.2471401,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CyaxUWOvY64ZbQC23BzwRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.54248&pitch=0&thumbfov=100"" , ""link"")"
L2810,34.0508764,-118.2474165,,default
L2811,34.0521915,-118.2461796,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wD5K_HR0T3zcnRQfAzc4kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.37994&pitch=0&thumbfov=100"" , ""link"")"
L2812,34.049939,-118.2452339,,default
L2813,34.0498236,-118.2449417,,default
L2814,34.0520073,-118.24451,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hANuVtlocWcGaYv0V_CLSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=223.73412&pitch=0&thumbfov=100"" , ""link"")"
L2815,34.0520912,-118.2475755,,default
L2816,34.10422930000001,-118.3374616,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=prryUTkrKTnLFgobe4_5NQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.9357896&pitch=0&thumbfov=100"" , ""link"")"
L2817,34.10490619999999,-118.3377632,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QGyxk8mRwFbVqIBIFQyiOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=27.096075&pitch=0&thumbfov=100"" , ""link"")"
L2818,34.09920399999999,-118.3378551,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FDfbrHmrRzSi3bhU8lGCEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.917885&pitch=0&thumbfov=100"" , ""link"")"
L2819,34.1047931,-118.3366841,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dEqHpkfgXaKG9wcIHnC6Lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.10864&pitch=0&thumbfov=100"" , ""link"")"
L2820,34.1062806,-118.3378281,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PpzKzuJTe90jRsHjTEf78w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.06014&pitch=0&thumbfov=100"" , ""link"")"
L2821,34.0976175,-118.3434874,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8Wi_ZUjW6msjje5e8GRo_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.31527&pitch=0&thumbfov=100"" , ""link"")"
L2822,34.0984238,-118.3367434,,default
L2823,34.0966667,-118.3436111,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipO3dT_uvA09LKqrQppT7W2o18Oc-ZMmiVQOL74o=w408-h725-k-no"" , ""link"")"
L2824,34.0982226,-118.3364645,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipNFIRmskfCFnDMPzwndOsm45YIF8xUTnUk0ZdHu=w408-h544-k-no"" , ""link"")"
L2825,34.09880459999999,-118.3483568,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=stLyuR5SSSZQ5fZD9gUFIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.51656&pitch=0&thumbfov=100"" , ""link"")"
L2826,34.1019938,-118.3420513,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dKO5DITgL7mWmfeb5_mmCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.24402&pitch=0&thumbfov=100"" , ""link"")"
L2827,34.1024094,-118.3426348,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4eckAz-hXTzRN1GPMDxXew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=127.72324&pitch=0&thumbfov=100"" , ""link"")"
L2828,34.1012278,-118.3408739,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipM9H4tWkEbwMSoyxPi8DGYWvCsYJxL1u8o11gGM=w408-h306-k-no"" , ""link"")"
L2829,34.1026458,-118.3398342,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ns_Fp-drLIBkCpl68cs61A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.25867&pitch=0&thumbfov=100"" , ""link"")"
L2830,34.1010408,-118.3429814,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cFA_3n1F8DLyCjUTwbNgJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.44744&pitch=0&thumbfov=100"" , ""link"")"
L2831,34.1006566,-118.3410549,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QCu6ls4Eq9JfbtzfquoDwA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.25393&pitch=0&thumbfov=100"" , ""link"")"
L2832,34.1005639,-118.3412958,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QCu6ls4Eq9JfbtzfquoDwA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.25393&pitch=0&thumbfov=100"" , ""link"")"
L2833,34.10104289999999,-118.3432001,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cFA_3n1F8DLyCjUTwbNgJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.44744&pitch=0&thumbfov=100"" , ""link"")"
L2834,34.1015861,-118.3393437,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eMFQunaaF2OoxCXwzDAYuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.9211&pitch=0&thumbfov=100"" , ""link"")"
L2835,34.1012441,-118.3436836,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jaPtaeiVKWc1ifxQypyLhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.60312&pitch=0&thumbfov=100"" , ""link"")"
L2836,34.1006451,-118.3401679,,default
L2837,34.1011334,-118.3392433,,default
L2838,34.100648,-118.339732,,default
L2839,34.10114,-118.3444208,
L2840,34.1026646,-118.338228,
L2841,34.10064759999999,-118.3443753,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WLJ1A3pE3164B0rj7N7ERg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.91182&pitch=0&thumbfov=100"" , ""link"")"
L2842,34.1006539,-118.3387885,
L2843,34.1002252,-118.3391107,
L2844,34.1013584,-118.3454937,
L2845,34.1020001,-118.3457941,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2RD6zATOjNNtKFvBI8uDSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.38306&pitch=0&thumbfov=100"" , ""link"")"
L2846,34.052084,-118.2554129,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XdBsYOx4C3d4_bYrrecFdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.17477&pitch=0&thumbfov=100"" , ""link"")"
L2847,34.0521637,-118.2553221,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VHipJ2bdccSM0_tCyJGOrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=127.67268&pitch=0&thumbfov=100"" , ""link"")"
L2848,34.0531859,-118.256751,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipMW1PfMkW9QRb2gcfUE9WmpngQST9uht_Ez9J41=w408-h544-k-no"" , ""link"")"
L2849,34.0517098,-118.2623304,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WN1YdzTohk09CDLfJsDsEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=12.949377&pitch=0&thumbfov=100"" , ""link"")"
L2850,34.05043200000001,-118.2584902,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-rG7c1I9CArDZaoOAdkKjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.187&pitch=0&thumbfov=100"" , ""link"")"
L2851,34.05012170000001,-118.2579459,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipOX_PRdQhBBTajcR2htxlMblLhDPOLiFVlHk54X=w408-h544-k-no"" , ""link"")"
L2852,34.0507401,-118.2596639,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipOEI7uJE6MCeZmJ85RfdFM69juLp_V-iXlqGqvT=w408-h725-k-no"" , ""link"")"
L2853,34.0507737,-118.2575159,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=56Rz8orsejgcvQCNC-ut2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=317.84027&pitch=0&thumbfov=100"" , ""link"")"
L2854,34.0509576,-118.2600449,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m6jb8m7VMxpn8BMC_ZAagg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=27.938251&pitch=0&thumbfov=100"" , ""link"")"
L2855,34.0492362,-118.2571016,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipPxV44w7_E2-G1UilxS3fe0sST61j1DDt_UG4eZ=w426-h240-k-no"" , ""link"")"
L2856,34.0519511,-118.2585214,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xc483iDAdnCitAV__Fhn7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.44064&pitch=0&thumbfov=100"" , ""link"")"
L2857,34.0508721,-118.256511,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xyw_mLF5PXQDvQimsPBcng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=137.90451&pitch=0&thumbfov=100"" , ""link"")"
L2858,34.0490512,-118.2567205,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipOZ-fQ-11Oi3AILV-GIXbikEvdh5IPec7a8DFO6=w408-h873-k-no"" , ""link"")"
L2859,34.051477,-118.2567737,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipMtDGv4SF9682-AX9OrCMC-0KJ6_a7WJ1_Us1O0=w426-h240-k-no"" , ""link"")"
L2860,34.0437896,-118.2500911,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rSq8xQbbOn6LqcrlvxzCqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=334.01123&pitch=0&thumbfov=100"" , ""link"")"
L2861,34.043487,-118.2499726,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T8Zz1O3zaWsEHUJ79SqGMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.90305&pitch=0&thumbfov=100"" , ""link"")"
L2862,34.0434168,-118.2500637,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0hYk0OeKuc3lX2ACgqKknQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=145.2395&pitch=0&thumbfov=100"" , ""link"")"
L2863,34.0445323,-118.2480796,,default
L2864,34.0453896,-118.2457973,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=26gNFwhPRYwAvpFFaUxXrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.80597&pitch=0&thumbfov=100"" , ""link"")"
L2865,34.0452634,-118.2455987,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=26gNFwhPRYwAvpFFaUxXrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.80597&pitch=0&thumbfov=100"" , ""link"")"
L2866,34.0431438,-118.2483586,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Rf7wx_CdxIZUWI_ihys5Vg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=125.86915&pitch=0&thumbfov=100"" , ""link"")"
L2867,34.0603662,-118.2400331,,default
L2868,34.0603824,-118.2428859,,default
L2869,34.0598087,-118.2444647,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BsFt__XFAtn3k-ueCvGllA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.63873&pitch=0&thumbfov=100"" , ""link"")"
L2870,34.05469650000001,-118.2459468,,default
L2871,34.0606182,-118.2432682,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W3OBu8BrqHLjmRePadXiCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.882805&pitch=0&thumbfov=100"" , ""link"")"
L2872,34.0544519,-118.246025,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bnqGK_oaWYAV3fjZrhK15Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.21132&pitch=0&thumbfov=100"" , ""link"")"
L2873,34.0608636,-118.2385458,,default
L2874,34.0575997,-118.2466447,,default
L2875,34.0613357,-118.2414697,,default
L2876,34.06104699999999,-118.2387316,,default
L2877,34.0572545,-118.2468502,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BdQLPnZUFIgeQ6xT8iqAAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.69359&pitch=0&thumbfov=100"" , ""link"")"
L2878,34.056515,-118.24096,,default
L2879,34.0562254,-118.2422121,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0h1t3NHgt1hdvVC1g3011w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.7899&pitch=0&thumbfov=100"" , ""link"")"
L2880,34.0589972,-118.2403269,
L2881,34.0600101,-118.242292,,default
L2882,34.0568916,-118.24549,,default
L2883,34.06028719999999,-118.2399256,,default
L2884,34.0310912,-118.2635403,
L2885,34.0340964,-118.2640262,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BTnBkAMV_lV3CzsqiddkqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.077946&pitch=0&thumbfov=100"" , ""link"")"
L2886,34.02679599999999,-118.2717937,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7GiTs29iEmVIwYoFzhX1Ng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.48848&pitch=0&thumbfov=100"" , ""link"")"
L2887,34.0361797,-118.2638124,
L2888,34.03474609999999,-118.2621891,
L2889,34.033689,-118.2613537,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hXYKbS36CVBJPyS9GJz-zw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.78968&pitch=0&thumbfov=100"" , ""link"")"
L2890,34.0351274,-118.2622655,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hXYKbS36CVBJPyS9GJz-zw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.78968&pitch=0&thumbfov=100"" , ""link"")"
L2891,34.027487,-118.2752131,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JVDkCIfbc64EVoGFHhcVeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=325.92752&pitch=0&thumbfov=100"" , ""link"")"
L2892,34.0313565,-118.2687543,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vKqcVfk_J3sD2Py0UVvtDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.62517&pitch=0&thumbfov=100"" , ""link"")"
L2893,34.0313396,-118.2686347,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=54Bn9q3ywNdSOKE3sv8pOQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=296.77148&pitch=0&thumbfov=100"" , ""link"")"
L2894,34.0312813,-118.2688967,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o2b6rnJPNuIYCodjGmpuwA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.812805&pitch=0&thumbfov=100"" , ""link"")"
L2895,34.0312071,-118.2678007,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipMvZtJeMAEho7nTwJoGkYXLS7VqvIL3nEDevlvv=w408-h544-k-no"" , ""link"")"
L2896,34.0301629,-118.2681638,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bu5ambK4UZJUU36V8lJj9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.99637&pitch=0&thumbfov=100"" , ""link"")"
L2897,34.0298247,-118.2685453,
L2898,34.02978820000001,-118.2685475,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MMTnBegqLsOF-pUZaD4XiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=201.77284&pitch=0&thumbfov=100"" , ""link"")"
L2899,34.0312446,-118.2666406,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipNMf7490VaXLIART6uvEfa-GGW5RSGamyA71YcK=w408-h272-k-no"" , ""link"")"
L2900,34.0302501,-118.2670974,,default
L2901,34.0300865,-118.2703766,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wK4evXwk05fmPMBP8GMGIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.07285&pitch=0&thumbfov=100"" , ""link"")"
L2902,34.0312264,-118.2659277,,default
L2903,34.0299975,-118.2661839,,default
L2904,34.0299199,-118.2715731,,default
L2905,34.0324394,-118.272122,,default
L2906,34.03073510000001,-118.2725567,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipPbvRfEh7o62nbChLFtOZ4ODoNh-cTN-5ZcZmiy=w408-h544-k-no"" , ""link"")"
L2907,34.0302136,-118.2649962,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipOfNFHqW8yfAojKjyNGwj_WjGzAmCpbIVkOpyYA=w408-h544-k-no"" , ""link"")"
L2908,34.0281693,-118.2704916,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4WVak26LiTa1yM_PbXl2Hg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=55.960766&pitch=0&thumbfov=100"" , ""link"")"
L2909,34.0323318,-118.2728875,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bowdy7J_-3fgGT8gF6astA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.12222&pitch=0&thumbfov=100"" , ""link"")"
L2910,34.05132529999999,-118.2405823,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I_iqPDV8TMf7BasQKCIrJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.85895&pitch=0&thumbfov=100"" , ""link"")"
L2911,34.0483528,-118.2405049,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fAqmJG-_gjNu80JEe1evbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.22679&pitch=0&thumbfov=100"" , ""link"")"
L2912,34.0482833,-118.2405016,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fAqmJG-_gjNu80JEe1evbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.22679&pitch=0&thumbfov=100"" , ""link"")"
L2913,34.0514188,-118.2407608,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I_iqPDV8TMf7BasQKCIrJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.85895&pitch=0&thumbfov=100"" , ""link"")"
L2914,34.0478316,-118.2405026,,default
L2915,34.0450975,-118.2365718,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OuIa5slbGWH6UHfAz3gn4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=312.42236&pitch=0&thumbfov=100"" , ""link"")"
L2916,34.0472978,-118.241424,,default
L2917,34.0449756,-118.2356424,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q_OQO9A31CI5wqanpxgXgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.3486&pitch=0&thumbfov=100"" , ""link"")"
L2918,34.0453278,-118.2390483,,default
L2919,34.050526,-118.242682,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_cd1mR5myWESZFNSQan52Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.60143&pitch=0&thumbfov=100"" , ""link"")"
L2920,34.04525959999999,-118.2398342,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nwhI4TgBFlGzETw4Nphyfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.4224&pitch=0&thumbfov=100"" , ""link"")"
L2921,34.0493925,-118.2429773,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ovr67MPvIqwDOMf8k9zjew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.38342&pitch=0&thumbfov=100"" , ""link"")"
L2922,34.0467302,-118.2421535,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KD9HaQ4Rn0wpXq3VY_2LWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.99594&pitch=0&thumbfov=100"" , ""link"")"
L2923,34.046693,-118.2421295,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KD9HaQ4Rn0wpXq3VY_2LWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.99594&pitch=0&thumbfov=100"" , ""link"")"
L2924,34.0443826,-118.2382817,,"=HYPERLINK(""https://lh5.googleusercontent.com/p/AF1QipOPakudrbnMG6VH2h1x2A9m28PNyEqEcPAZl41A=w408-h306-k-no"" , ""link"")"
L2925,34.0491042,-118.2434688,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vvD37B6s2n1_USuhGb-dQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.735&pitch=0&thumbfov=100"" , ""link"")"
L2926,34.0490738,-118.2361098,,default
L2927,34.04960169999999,-118.2389082,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TH584N5ejSVFYKH5qr8Odw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.55157&pitch=0&thumbfov=100"" , ""link"")"
L2928,34.0477149,-118.236391,,default
L2929,34.051122,-118.23908,,default
L2930,34.048678,-118.2394012,,default
L2931,34.0476606,-118.2386828,,default
L2932,34.0494689,-118.2407169,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JV5j0xIwM6KEMIRFtvXt-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.56484&pitch=0&thumbfov=100"" , ""link"")"
L2933,34.0494364,-118.2407385,,"=HYPERLINK(""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JV5j0xIwM6KEMIRFtvXt-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.56484&pitch=0&thumbfov=100"" , ""link"")"
